,landmark,inference_text,inference_score,landmark_bbox,match_bbox,frame,frame_num,ssocr
0,CADENCE,35,0.9998714923858643,"[[1122.  443.]
 [1338.  443.]
 [1338.  498.]
 [1122.  498.]]","[[1182.  510.]
 [1360.  510.]
 [1360.  655.]
 [1182.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_100.png,100,35
1,CALORIES,,,"[[1093.  798.]
 [1318.  802.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_100.png,100,0
2,DISTANCE,,,"[[216. 798.]
 [448. 798.]
 [448. 848.]
 [216. 848.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_100.png,100,010-.1
3,SPEED,13.0,0.9994491934776306,"[[214. 435.]
 [368. 435.]
 [368. 492.]
 [214. 492.]]","[[256. 506.]
 [524. 506.]
 [524. 651.]
 [256. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_100.png,100,13.0
4,TIME,00:02,0.9631932973861694,"[[756. 796.]
 [882. 796.]
 [882. 856.]
 [756. 856.]]","[[ 618.  873.]
 [1005.  880.]
 [1002. 1001.]
 [ 615.  994.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_100.png,100,00102.
5,WATTS,62,0.9908186197280884,"[[706. 437.]
 [876. 437.]
 [876. 500.]
 [706. 500.]]","[[ 787.  497.]
 [1030.  506.]
 [1025.  655.]
 [ 782.  646.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_100.png,100,62
0,CADENCE,35,0.999866247177124,"[[1119.  436.]
 [1340.  441.]
 [1339.  503.]
 [1118.  498.]]","[[1184.  512.]
 [1362.  512.]
 [1362.  655.]
 [1184.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_101.png,101,-
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_101.png,101,0
2,DISTANCE,0.01,0.9669398069381714,"[[216. 798.]
 [448. 798.]
 [448. 848.]
 [216. 848.]]","[[ 296.  871.]
 [ 653.  878.]
 [ 650. 1001.]
 [ 293.  994.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_101.png,101,-
3,SPEED,13.0,0.9991915822029114,"[[216. 435.]
 [370. 435.]
 [370. 492.]
 [216. 492.]]","[[258. 506.]
 [526. 506.]
 [526. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_101.png,101,13.0
4,TIME,00:02,0.9684901237487793,"[[754. 794.]
 [884. 794.]
 [884. 860.]
 [754. 860.]]","[[ 618.  873.]
 [1005.  880.]
 [1002. 1001.]
 [ 615.  994.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_101.png,101,-
5,WATTS,62,0.989213228225708,"[[707. 434.]
 [879. 439.]
 [877. 505.]
 [705. 500.]]","[[ 790.  504.]
 [1000.  504.]
 [1000.  649.]
 [ 790.  649.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_101.png,101,62
0,CADENCE,35,0.9998339414596558,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1182.  512.]
 [1362.  512.]
 [1362.  655.]
 [1182.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_102.png,102,_35
1,CALORIES,,,"[[1093.  798.]
 [1318.  802.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_102.png,102,0
2,DISTANCE,0.01,0.9604491591453552,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[ 296.  873.]
 [ 653.  880.]
 [ 650. 1003.]
 [ 293.  996.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_102.png,102,0.01
3,SPEED,,,"[[216. 435.]
 [370. 435.]
 [370. 492.]
 [216. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_102.png,102,13.0
4,TIME,00:02,0.9558269381523132,"[[754. 794.]
 [884. 794.]
 [884. 860.]
 [754. 860.]]","[[ 618.  881.]
 [1004.  881.]
 [1004. 1001.]
 [ 618. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_102.png,102,-
5,WATTS,,,"[[708. 439.]
 [878. 439.]
 [878. 502.]
 [708. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_102.png,102,62
0,CADENCE,35,0.9998085498809814,"[[1123.  440.]
 [1338.  445.]
 [1337.  503.]
 [1122.  498.]]","[[1180.  512.]
 [1362.  512.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_103.png,103,35
1,CALORIES,,,"[[1093.  798.]
 [1318.  802.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_103.png,103,0..
2,DISTANCE,0.01,0.9488552212715149,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[ 294.  875.]
 [ 653.  882.]
 [ 650. 1003.]
 [ 291.  996.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_103.png,103,0.0-1
3,SPEED,13.0,0.9990140795707703,"[[214. 433.]
 [374. 433.]
 [374. 496.]
 [214. 496.]]","[[258. 503.]
 [529. 509.]
 [526. 654.]
 [255. 648.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_103.png,103,13.0
4,TIME,00:02,0.9551417231559753,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 615.  875.]
 [1004.  880.]
 [1003. 1001.]
 [ 614.  996.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_103.png,103,0010_
5,WATTS,,,"[[708. 439.]
 [878. 439.]
 [878. 502.]
 [708. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_103.png,103,62
0,CADENCE,35,0.9997765421867371,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1180.  512.]
 [1362.  512.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_104.png,104,35
1,CALORIES,,,"[[1093.  798.]
 [1318.  802.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_104.png,104,0.
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_104.png,104,0.01
3,SPEED,,,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_104.png,104,13.0
4,TIME,00:03,0.9558375477790833,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 618.  881.]
 [1006.  881.]
 [1006. 1001.]
 [ 618. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_104.png,104,0010_
5,WATTS,429,0.9740524291992188,"[[706. 439.]
 [876. 439.]
 [876. 502.]
 [706. 502.]]","[[ 784.  500.]
 [1106.  500.]
 [1106.  655.]
 [ 784.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_104.png,104,62
0,CADENCE,35,0.9997175931930542,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1180.  512.]
 [1362.  512.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_105.png,105,__35
1,CALORIES,,,"[[1093.  798.]
 [1318.  802.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_105.png,105,0.
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_105.png,105,0.01
3,SPEED,13.0,0.9989986419677734,"[[216. 435.]
 [368. 435.]
 [368. 492.]
 [216. 492.]]","[[258. 506.]
 [526. 506.]
 [526. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_105.png,105,13.0
4,TIME,00:03,0.9293632507324219,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 618.  883.]
 [1006.  883.]
 [1006.  997.]
 [ 618.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_105.png,105,0010_
5,WATTS,429,0.9931023120880127,"[[708. 437.]
 [878. 437.]
 [878. 502.]
 [708. 502.]]","[[ 786.  502.]
 [1090.  502.]
 [1090.  653.]
 [ 786.  653.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_105.png,105,62
0,CADENCE,35,0.9998197555541992,"[[1121.  440.]
 [1338.  445.]
 [1337.  501.]
 [1120.  496.]]","[[1182.  512.]
 [1362.  512.]
 [1362.  655.]
 [1182.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_106.png,106,35
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_106.png,106,0
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_106.png,106,0.01
3,SPEED,,,"[[216. 435.]
 [368. 435.]
 [368. 492.]
 [216. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_106.png,106,13.0
4,TIME,00:03,0.9249769449234009,"[[754. 794.]
 [884. 794.]
 [884. 860.]
 [754. 860.]]","[[ 618.  883.]
 [1006.  883.]
 [1006.  997.]
 [ 618.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_106.png,106,-
5,WATTS,62,0.9824222326278687,"[[708. 437.]
 [878. 437.]
 [878. 502.]
 [708. 502.]]","[[ 787.  507.]
 [ 997.  501.]
 [1001.  646.]
 [ 791.  652.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_106.png,106,62
0,CADENCE,35,0.999771237373352,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1180.  512.]
 [1362.  512.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_107.png,107,_35
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  864.]
 [1090.  859.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_107.png,107,0
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_107.png,107,0.01
3,SPEED,13.0,0.9994560480117798,"[[213. 432.]
 [371. 437.]
 [369. 495.]
 [211. 490.]]","[[258. 506.]
 [526. 506.]
 [526. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_107.png,107,13.c1
4,TIME,00:03,0.9474540948867798,"[[754. 794.]
 [884. 794.]
 [884. 860.]
 [754. 860.]]","[[ 610.  879.]
 [1008.  879.]
 [1008.  999.]
 [ 610.  999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_107.png,107,-
5,WATTS,429,0.9143479466438293,"[[708. 437.]
 [878. 437.]
 [878. 502.]
 [708. 502.]]","[[ 787.  499.]
 [1097.  507.]
 [1093.  658.]
 [ 783.  650.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_107.png,107,62
0,CADENCE,35,0.9998563528060913,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1180.  512.]
 [1362.  512.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_108.png,108,35
1,CALORIES,,,"[[1093.  800.]
 [1318.  804.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_108.png,108,0-
2,DISTANCE,0.0,0.9956657290458679,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[ 294.  875.]
 [ 619.  882.]
 [ 616. 1003.]
 [ 291.  996.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_108.png,108,0.0...1
3,SPEED,,,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_108.png,108,13.0
4,TIME,00:03,0.942602276802063,"[[758. 798.]
 [882. 798.]
 [882. 858.]
 [758. 858.]]","[[ 620.  883.]
 [1004.  883.]
 [1004.  997.]
 [ 620.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_108.png,108,00103
5,WATTS,429,0.9620685577392578,"[[708. 439.]
 [878. 439.]
 [878. 502.]
 [708. 502.]]","[[ 785.  497.]
 [1115.  505.]
 [1111.  660.]
 [ 781.  652.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_108.png,108,62_
0,CADENCE,35,0.9998483657836914,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1180.  512.]
 [1362.  512.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_109.png,109,35
1,CALORIES,,,"[[1093.  798.]
 [1318.  802.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_109.png,109,0-
2,DISTANCE,0.01,0.9585249423980713,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[294. 878.]
 [652. 878.]
 [652. 999.]
 [294. 999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_109.png,109,0.01
3,SPEED,13.0,0.9991886019706726,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]","[[258. 506.]
 [526. 506.]
 [526. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_109.png,109,13.0
4,TIME,00:03,0.9259522557258606,"[[754. 794.]
 [884. 794.]
 [884. 860.]
 [754. 860.]]","[[ 618.  883.]
 [1006.  883.]
 [1006.  997.]
 [ 618.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_109.png,109,-
5,WATTS,,,"[[708. 439.]
 [876. 439.]
 [876. 502.]
 [708. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_109.png,109,62
0,CADENCE,35,0.9998466968536377,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1180.  512.]
 [1362.  512.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_110.png,110,_35
1,CALORIES,,,"[[1093.  798.]
 [1318.  802.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_110.png,110,0-
2,DISTANCE,0.01,0.9316862225532532,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[294. 878.]
 [652. 878.]
 [652. 999.]
 [294. 999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_110.png,110,0.01
3,SPEED,,,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_110.png,110,13.0
4,TIME,00:03,0.9370061755180359,"[[754. 794.]
 [884. 794.]
 [884. 860.]
 [754. 860.]]","[[ 620.  883.]
 [1006.  883.]
 [1006.  997.]
 [ 620.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_110.png,110,-
5,WATTS,429,0.9736377596855164,"[[706. 439.]
 [876. 439.]
 [876. 502.]
 [706. 502.]]","[[ 786.  502.]
 [1102.  502.]
 [1102.  651.]
 [ 786.  651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_110.png,110,62
0,CADENCE,35,0.9998705387115479,"[[1121.  438.]
 [1338.  443.]
 [1337.  505.]
 [1120.  500.]]","[[1180.  514.]
 [1362.  514.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_111.png,111,-
1,CALORIES,,,"[[1092.  800.]
 [1320.  800.]
 [1320.  862.]
 [1092.  862.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_111.png,111,0
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_111.png,111,0.01
3,SPEED,13.0,0.9989978075027466,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]","[[258. 506.]
 [528. 506.]
 [528. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_111.png,111,13.0
4,TIME,00:03,0.9291574358940125,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 618.  883.]
 [1006.  883.]
 [1006.  997.]
 [ 618.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_111.png,111,00103
5,WATTS,429,0.9897544980049133,"[[708. 439.]
 [878. 439.]
 [878. 502.]
 [708. 502.]]","[[ 784.  500.]
 [1106.  500.]
 [1106.  655.]
 [ 784.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_111.png,111,62
0,CADENCE,35,0.9998651742935181,"[[1122.  445.]
 [1338.  445.]
 [1338.  500.]
 [1122.  500.]]","[[1180.  514.]
 [1362.  514.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_112.png,112,35
1,CALORIES,,,"[[1093.  800.]
 [1318.  804.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_112.png,112,0..-
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_112.png,112,0.0...1
3,SPEED,13.0,0.9991117715835571,"[[214. 433.]
 [370. 433.]
 [370. 496.]
 [214. 496.]]","[[258. 508.]
 [526. 508.]
 [526. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_112.png,112,13.0
4,TIME,00:03,0.9443281292915344,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 622.  883.]
 [1004.  883.]
 [1004.  997.]
 [ 622.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_112.png,112,00103
5,WATTS,429,0.9900779724121094,"[[708. 439.]
 [878. 439.]
 [878. 502.]
 [708. 502.]]","[[ 785.  497.]
 [1117.  505.]
 [1113.  660.]
 [ 781.  652.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_112.png,112,62
0,CADENCE,35,0.999853253364563,"[[1122.  445.]
 [1338.  445.]
 [1338.  500.]
 [1122.  500.]]","[[1180.  514.]
 [1362.  514.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_113.png,113,35
1,CALORIES,,,"[[1093.  800.]
 [1318.  804.]
 [1317.  862.]
 [1092.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_113.png,113,0
2,DISTANCE,0.01,0.9448978900909424,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[ 294.  875.]
 [ 617.  882.]
 [ 614. 1005.]
 [ 291.  998.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_113.png,113,010.7
3,SPEED,,,"[[216. 437.]
 [370. 437.]
 [370. 494.]
 [216. 494.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_113.png,113,13.0
4,TIME,00:03,0.9661391377449036,"[[758. 798.]
 [882. 798.]
 [882. 858.]
 [758. 858.]]","[[ 620.  881.]
 [1006.  881.]
 [1006. 1001.]
 [ 620. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_113.png,113,00103
5,WATTS,429,0.9276924133300781,"[[707. 434.]
 [879. 439.]
 [877. 505.]
 [705. 500.]]","[[ 781.  501.]
 [1105.  493.]
 [1109.  650.]
 [ 785.  658.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_113.png,113,62_
0,CADENCE,35,0.9997652769088745,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1180.  514.]
 [1362.  514.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_114.png,114,35
1,CALORIES,,,"[[1093.  798.]
 [1319.  805.]
 [1317.  862.]
 [1091.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_114.png,114,0
2,DISTANCE,0.01,0.9746134281158447,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[296. 878.]
 [610. 878.]
 [610. 999.]
 [296. 999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_114.png,114,0.01
3,SPEED,,,"[[215. 432.]
 [371. 437.]
 [369. 497.]
 [213. 492.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_114.png,114,13.0
4,TIME,00:03,0.9407749176025391,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 622.  883.]
 [1004.  883.]
 [1004.  997.]
 [ 622.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_114.png,114,00103
5,WATTS,624,0.932216227054596,"[[706. 437.]
 [876. 437.]
 [876. 502.]
 [706. 502.]]","[[ 785.  497.]
 [1109.  505.]
 [1105.  660.]
 [ 781.  652.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_114.png,114,62
0,CADENCE,35,0.9998369216918945,"[[1121.  440.]
 [1338.  445.]
 [1337.  501.]
 [1120.  496.]]","[[1180.  512.]
 [1362.  512.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_115.png,115,35
1,CALORIES,,,"[[1091.  796.]
 [1320.  800.]
 [1319.  862.]
 [1090.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_115.png,115,0
2,DISTANCE,,,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_115.png,115,0.01
3,SPEED,13.0,0.9992345571517944,"[[216. 435.]
 [372. 435.]
 [372. 492.]
 [216. 492.]]","[[258. 506.]
 [526. 506.]
 [526. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_115.png,115,13.0
4,TIME,00:03,0.9633086323738098,"[[754. 794.]
 [884. 794.]
 [884. 860.]
 [754. 860.]]","[[ 618.  879.]
 [1008.  879.]
 [1008.  999.]
 [ 618.  999.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_115.png,115,-
5,WATTS,429,0.9577668309211731,"[[708. 437.]
 [878. 437.]
 [878. 502.]
 [708. 502.]]","[[ 787.  499.]
 [1099.  507.]
 [1095.  658.]
 [ 783.  650.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_115.png,115,62
0,CADENCE,35,0.9998147487640381,"[[1122.  445.]
 [1338.  445.]
 [1338.  500.]
 [1122.  500.]]","[[1180.  514.]
 [1362.  514.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_116.png,116,35
1,CALORIES,,,"[[1093.  800.]
 [1318.  804.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_116.png,116,0..-
2,DISTANCE,0.01,0.9283069372177124,"[[216. 800.]
 [446. 800.]
 [446. 850.]
 [216. 850.]]","[[ 294.  875.]
 [ 611.  882.]
 [ 608. 1005.]
 [ 291.  998.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_116.png,116,010-1
3,SPEED,,,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_116.png,116,13.0
4,TIME,00:03,0.9668984413146973,"[[758. 798.]
 [882. 798.]
 [882. 858.]
 [758. 858.]]","[[ 620.  881.]
 [1006.  881.]
 [1006. 1001.]
 [ 620. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_116.png,116,00103
5,WATTS,429,0.9749310612678528,"[[707. 436.]
 [879. 441.]
 [877. 505.]
 [705. 500.]]","[[ 785.  497.]
 [1109.  505.]
 [1105.  660.]
 [ 781.  652.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_116.png,116,62_
0,CADENCE,35,0.999850869178772,"[[1122.  445.]
 [1338.  445.]
 [1338.  500.]
 [1122.  500.]]","[[1180.  514.]
 [1362.  514.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_117.png,117,35
1,CALORIES,,,"[[1093.  800.]
 [1318.  804.]
 [1317.  862.]
 [1092.  857.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_117.png,117,0
2,DISTANCE,0.01,0.9713473320007324,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[ 294.  875.]
 [ 619.  882.]
 [ 616. 1005.]
 [ 291.  998.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_117.png,117,0.0..1
3,SPEED,13.0,0.9991528391838074,"[[214. 433.]
 [372. 433.]
 [372. 496.]
 [214. 496.]]","[[258. 508.]
 [526. 508.]
 [526. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_117.png,117,13.0
4,TIME,00:03,0.9496528506278992,"[[758. 798.]
 [882. 798.]
 [882. 858.]
 [758. 858.]]","[[ 618.  881.]
 [1006.  881.]
 [1006. 1001.]
 [ 618. 1001.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_117.png,117,00103
5,WATTS,429,0.9366815686225891,"[[707. 434.]
 [879. 439.]
 [877. 505.]
 [705. 500.]]","[[ 787.  499.]
 [1103.  507.]
 [1099.  658.]
 [ 783.  650.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_117.png,117,62_
0,CADENCE,35,0.9998618364334106,"[[1121.  440.]
 [1338.  445.]
 [1337.  503.]
 [1120.  498.]]","[[1180.  512.]
 [1362.  512.]
 [1362.  655.]
 [1180.  655.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_118.png,118,35
1,CALORIES,,,"[[1093.  798.]
 [1318.  802.]
 [1317.  860.]
 [1092.  855.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_118.png,118,0.
2,DISTANCE,0.01,0.9628323316574097,"[[216. 800.]
 [448. 800.]
 [448. 850.]
 [216. 850.]]","[[ 296.  873.]
 [ 653.  880.]
 [ 650. 1003.]
 [ 293.  996.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_118.png,118,0.01
3,SPEED,13.0,0.9992733001708984,"[[215. 432.]
 [371. 437.]
 [369. 497.]
 [213. 492.]]","[[258. 506.]
 [526. 506.]
 [526. 651.]
 [258. 651.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_118.png,118,13.0
4,TIME,00:03,0.9440383911132812,"[[758. 796.]
 [882. 796.]
 [882. 858.]
 [758. 858.]]","[[ 620.  883.]
 [1006.  883.]
 [1006.  997.]
 [ 620.  997.]]",/bucket/exercise-machina/tmpqdhq4d5e/frames/output_118.png,118,00103
5,WATTS,,,"[[708. 437.]
 [878. 437.]
 [878. 502.]
 [708. 502.]]",,/bucket/exercise-machina/tmpqdhq4d5e/frames/output_118.png,118,62
